语料ID,文本,产品名称,年份,产品ID
景区评论-1083,虽作为本地人，但未曾到过仙人洞。今次体验一下，超出意料：原生态景色，绿植茂盛，源溪而上，大小瀑布呈现，嶙峋溪石，流水洵洵，空气清新，负离子丰富，其中又加入许多互动设施，令行程加入欢乐的气氛。山顶的野杜娟开始盛开，不过要费力挑战到顶才可一见。曾三次到鼎湖山，绝对比美之，可推介。,高州仙人洞景区,2018,ID8160
景区评论-1084,中国南极长城站真的很棒，去看看,中国南极长城站,2018,ID8161
景区评论-1085,湛江市海湾大桥是粤西地区唯一经济发展大桥带动湛江交通运输发展中心城区规划建设工程！,湛江海湾大桥,2018,ID8162
景区评论-1086,身为湛江人还是第一次来硇洲岛，。这里就好像一个静静地滋养的珍珠一样，安静，纯朴。没有过度的开发，不像其他景区商业味浓重，连一两个需要收费的门票都那么亲民（5元），这里是海鲜吃货和喜欢海钓者的天堂。,硇洲岛,2018,ID8163
景区评论-1087,舒适，水质好，石板浴让人留连忘返！,维纳斯皇家温泉（广东阳西店）,2018,ID8164
景区评论-1088,跟朋友过来的，来了几天，住在这边酒店，沙滩海很看天气，天气好感觉整个景点都不一样，天气不好海水就很浑浊！特别要注意沙滩卖海鲜的大妈，都是死的，不新鲜还骗称！好些地方都低消，景区嘛理解，但是在上面海鲜大排档，海鲜也换，还不够称，称了就直接放了，也不问我要不要这么多，有点强制消费！后来在酒店楼下看到一家，也是酒店前台推荐的，说是一群年轻人开的，就跟朋友去试了试，菜味道还可以，分量也足，主要服务跟卫生好，也看到他们门口放着免费茶水，这点很不错，后来的几天都是在他们家吃，虾爱上蟹，大家可以去试试，不过价格比海鲜街的贵一点点，一分钱一份货吧，我还是愿意在这家吃，毕竟放心，卫生，都是年轻人不会偷奸耍滑！推荐大家天气好的时候来，吹海风真的不一样的感觉！！！,中国第一滩旅游度假区,2018,ID8165
景区评论-1089,穷游好项目，游乐场是建在海滨公园里的，门票是免票，但项目要掏钱，也不贵。值得一玩。尤其是摩天轮，基本俯视整个湛江。,海滨公园游乐场,2018,ID8166
景区评论-1090,很值得去的地方，拉网上午7点开始，九点到那里合适，拉地网准备收得网，下午也有，三点前到那里，和咸水矿温泉离得不远，这两个景点都值得推荐。,蓝袍湾,2018,ID8167
景区评论-1091,空气特别舒服清新，值得一家大小出来,玉湖风景区,2018,ID8168
景区评论-1092,很好的休闲的好地方，可以玩耍，可以健身,海滨公园游乐场,2018,ID8169
景区评论-1093,值得游玩的石根山，山顶一览众山小，强身健体！,石根山,2018,ID8170
景区评论-1094,感受万亩大草原风情与大自然融为一体的美丽风光。,天马山,2018,ID8171
景区评论-1095,很好，喜欢这里，，，，，，，，，，，，，，，,维纳斯皇家温泉（广东阳西店）,2018,ID8172
景区评论-1096,水很清风景优美，岛上未开发保留着原貌，值得一去,阳西青洲岛,2018,ID8173
景区评论-1097,比其他团购便宜，青州岛风景优美，海水干净又清澈，还有很多海胆，值得游玩。,阳西青洲岛,2018,ID8174
景区评论-1098,去了 关门了……不大的博物馆都是时间太尴尬,湛江博物馆,2018,ID8175
景区评论-1099,舒服，太阳有点大！舒心，开心！建议太阳不大可以过来游玩,鹤地水库风景区,2018,ID8176
景区评论-1100,环境优美，设备一流，非常喜欢这个地方！,维纳斯皇家温泉（广东阳西店）,2018,ID8177
景区评论-1101,风景不错，喜欢运动的人最佳选择。一定要登上顶峰才过瘾，不要半途缩骨。,石根山,2018,ID8178
景区评论-1102,好。。 。。乜。。。。乜丝好好,湛江红树林国家级自然保护区,2018,ID8179
景区评论-1103,休闲好地方.............,鸳鸯湖公园,2018,ID8180
景区评论-1104,风景区域还是可以的，自然大地。。。,浮山岭风景区,2018,ID8181
景区评论-1105,湛江一个有历史意义的场所，在公园附近都可以过去看看,霞山天主教堂,2018,ID8182
景区评论-1106,沙扒湾位于广东省阳江市阳西县西南部，三面临海，北面与陆地相连，沙巴镇是一个纯渔业镇，以前出差的时候去过，还出海去逛一圈，很美,沙扒湾,2018,ID8183
景区评论-1107,美丽的校园，宁静的环境，学习的好地方,广东海洋大学,2018,ID8184
景区评论-1108,山顶必去，但山路崎岖，很滑，老人小孩有难度， 推荐路线，入口左侧直达大草原的路，一直走到大草原约两小时，大草原下来再去苗塞和蝴蝶谷，约两小时，而且省力,天马山生态旅游区,2018,ID8185
景区评论-1109,阳西咸水矿温泉度假村位于 广东省阳西县东湖生态开发区内，距广州240公里，毗邻325国道，离广湛高速织篢出口仅3公里。拥有300多万平方米的自然园林，60多万平方米的温泉 区域，20多万平方米的湖景水系。山庄内绿树成荫，湖水清澈，四季都有鹭鸟翔集，是天然的绿色氧吧。阳西咸水矿温泉旅游度假山庄倚岭伴湖而生，打造以咸水矿温泉为核心，生态旅游以及完善的食、住、娱、购等配套设施于一体的的温泉养生旅游度假区。棒！,阳西咸水矿温泉,2018,ID8186
景区评论-1110,鸳鸯湖公园在阳江市东边，是一个很好的观光公园，公园占地面积不小，非常适合骑自行车游玩，公园湖里面的鱼各式各样，五颜六色，个人感觉挺好的。,鸳鸯湖公园,2018,ID8187
景区评论-1111,过去，这里是一片风尘滚滚的土地，现在成了湛江的第九个景点，是人们休闲的好去处。真是变化得快呀！最引人注目的是渔港公园的大门的右边是一座古堡式的钟塔,渔港公园,2018,ID8188
景区评论-1112,这个是全国三大人工水库之一，里面景色宜人，空气清新，还有建库历史展馆，都是免费开放。出了展馆继续沿着水库坝边走就会来到放生台，从主库区到放生台之间沿途有极具特色的鱼头汤，还可以在林中烧烤野炊活动....,鹤地水库风景区,2018,ID8189
景区评论-1113,十里银滩真的是一个很值得去的地方，超赞。并且这附近的民宿性价比也超高，还可以自己去买海鲜自己煮饭。不过前提你会做饭 现在在十里海滩可以免费游泳，不过海岸线太长，无人看管。带小孩和老人的话。还是去正规的海滨浴场，这样安全点。 十里银滩水清沙子细软。真心不错和海滩。还可以在这看日出。 第二个推荐的点。就是马尾岛。。马尾岛很多地方没有开发。一定要注意安全。还有千万别被人家坑了。那些叫你上船。。一定要留神。其实停车场走到马尾岛也不算远。沿途还可以欣赏海景。所以建议不用坐船。马尾岛相对十里海滩而言。不太适合游泳吧。水没有十里海滩清。不过在马尾岛。你可以步行到另外两座岛屿。展开探险。那里的礁石海景真的超赞！。。不过一定要注意安全。。还有他们下午五六点就会开始涨潮。一定要及时回来。不然就会很危险。。。 而且马尾岛也是看日落绝佳好地方。 海陵岛这两个地方绝对是游玩的首选。希望对你们有帮助。,海陵岛,2018,ID8190
景区评论-1114,休闲的好地方，千万不要开车下沙滩，经常有2台车在哪开，你照着走必定陷进去，后面你懂的。谢谢一家人游客的帮助，你们的精神我非常感动，你们走时因忙着挖沙道谢都没说，再次感谢！后来还是哪当地人把车开出来了，当然是付费的，我也累得虚脱了，海鲜还不错,吉兆湾,2018,ID8191
景区评论-1115,空气清新，环境优美！适合晨练，跑步，悠闲散步的好地方。,阳春东湖公园,2018,ID8192
景区评论-1116,"release time and enjoy happy,nice view on the floor, that spring water is comfortable.",维纳斯皇家温泉（广东阳西店）,2018,ID8193
景区评论-1117,美丽的海岛，人民很纯朴，海鲜美味,南三岛,2018,ID8194
景区评论-1118,一个没有经开发的地方，配套设施没有，人少，适合静静的看海！沙是幼沙，海天一色的！距离阳西县城四十分钟车程，适合自驾。,蓝袍湾,2018,ID8195
景区评论-1119,沙滩，无敌的沙滩，繁忙的沙滩，从未见过的沙滩，繁忙指的当然不是人，而是各种各样的生物，寄居蟹啊，贝壳啊，走出去几十米也淹不过人的无敌海滨浴场……,月亮湾滨海度假区,2018,ID8196
景区评论-1120,很不错，是一个休闲渡假的好去处。,乐天温泉度假村,2018,ID8197
景区评论-1121,雷州半岛的标志之一，非常值得去游一圈,雷州古城,2018,ID8198
景区评论-1122,长城站规模还是挺大的 能到达这里不容易,中国南极长城站,2018,ID8199
景区评论-1123,自己包船要200，晕船晕死，就兜了一圈，下来走台阶吓死，都是老鼠蟑螂,马尾岛,2018,ID8200
景区评论-1124,马尾山和马尾岛也在那边 北洛的沙滩更细更软 旁边的马尾山修有栈道和观景台 可以远眺美丽的天际线 不过这几天雾太大实在是没看到 马尾岛在西边可以看日落 在马尾山看日落会被马尾岛挡住 这个岛就是个障碍物的存在。。,马尾岛,2018,ID8201
景区评论-1125,"广东小岛 湛江是一个非常美丽的海滨城市，周围有许多小岛，不仅景色优美而且海产丰，到这些岛上旅游的话，不仅能够看到优美的风景，而且可以吃到非常新鲜美味的海鲜所以这次来到湛江，我选择了南三岛，喜欢海鲜的朋友们，一定要来这里哦！ 南三岛似乎是一个比较小众的景点，我去的那天游客特别少，整个岛上都是原住民，所以非常安静，可以静静的在海边漫步，这种感觉非常好，大家赶快趁着这座小岛还没有火起来的时候来这里看一看！岛上风景非常漂亮，有着干净的白沙滩，而且这里的沙滩特别柔软，光脚走在上面都没关系，海水也非常清澈，湛蓝湛蓝的。 最值得一提的就是这里的海鲜啊，我随便找了一家海边的大排档坐下，这里的海鲜味道真的非常棒，大排档的老板说,这里的的海鲜都是渔民当天早上下海打捞上来的，游客吃到的都是最新鲜的一批，而且价格也不贵，可以说性价比非常高啦！ 地址：广东湛东海岸旅游区 交通：建议租车或自驾前往，乘坐出租车也可以。 门票：免费开放 开放时间：全天开放",南三岛,2018,ID8202
景区评论-1126,白天到沙扒镇上或海边吃海鲜，价格确实便宜。份量足。中午到月亮湾玩水，海水干净清澈。浪大。沙滩沙细，干净。门票40价格适中。晚上继续海鲜，口味好，价格实惠。然后逛夜市，买手信。住宿民房一般100出头，干净整洁，服务周到。性价比高。第二天去闸坡大角湾，唯一比较赞的就是沙滩大。游玩项目多一点。其它的比较坑。,沙扒湾,2018,ID8203
景区评论-1127,想找酒店公众号，各位有的可以推荐下,维纳斯皇家温泉（广东阳西店）,2018,ID8204
景区评论-1128,风景美，不好的就是我们去的那天是下雨天，我们还潜水水底只有海胆，其它什么都无,阳西青洲岛,2018,ID8205
景区评论-1129,挺好的，带小孩玩。最好多点优惠,海东度假村,2018,ID8206
景区评论-1130,庄内亭台楼阁，回廊曲径，依山构筑。所有房屋建筑均为砖墙瓦顶，保持着浓郁的乡风民俗。,谢鲁山庄风景名胜区,2018,ID8207
景区评论-1131,周末自驾游选择了沙扒湾，真的是很赞啊！这里的民风都很好，吃了几顿海鲜，都不贵，性价比很高，住民宿也很便宜，下午一定要去那个观景台看日落，夕阳很迷人，在这随便拍几张有东南亚的feel。晚上在海边烧烤，不过记得要提前联系海鲜店帮你准备材料，如果你自己带材料过去也可以。晚上悦居豪华的小陈还带着我们一群人去海边放孔明灯，期间还会看到有人在放烟花，真的太美了。约上三五知己，过个休闲的周末还是挺不错的好地方,沙扒湾,2018,ID8208
